,ticker,year,IT_lag,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
37,ACN,2021,0.5602,0.5405,0.4987,0.5476,0.5553,0.5708,0.5312
38,ACN,2022,0.518,0.6123,0.5602,0.4987,0.5476,0.5553,0.5708
39,ACN,2023,0.5987,0.4624,0.518,0.5602,0.4987,0.5476,0.5553
40,ADBE,2014,0.5285,0.7863,,,,,
41,ADBE,2015,0.5866,0.6499,0.5285,,,,
42,ADBE,2016,0.5423,0.4531,0.5866,0.5285,,,
43,ADBE,2017,0.4773,0.6039,0.5423,0.5866,0.5285,,
44,ADBE,2018,0.4834,0.6159,0.4773,0.5423,0.5866,0.5285,
45,ADBE,2019,0.557,0.5515,0.4834,0.4773,0.5423,0.5866,0.5285
46,ADBE,2020,0.4229,0.3774,0.557,0.4834,0.4773,0.5423,0.5866
47,ADBE,2021,0.4905,0.4253,0.4229,0.557,0.4834,0.4773,0.5423
48,ADBE,2022,0.5201,0.6561,0.4905,0.4229,0.557,0.4834,0.4773
49,ADBE,2023,0.6212,0.5343,0.5201,0.4905,0.4229,0.557,0.4834
50,ADI,2014,0.4198,0.3447,,,,,
51,ADI,2015,0.4183,0.5001,0.4198,,,,
52,ADI,2016,0.4548,0.6513,0.4183,0.4198,,,
53,ADI,2017,0.5068,0.286,0.4548,0.4183,0.4198,,
54,ADI,2018,0.4385,0.4359,0.5068,0.4548,0.4183,0.4198,
55,ADI,2019,0.4024,0.4161,0.4385,0.5068,0.4548,0.4183,0.4198
56,ADI,2020,0.4415,0.3839,0.4024,0.4385,0.5068,0.4548,0.4183
57,ADI,2021,0.4366,0.324,0.4415,0.4024,0.4385,0.5068,0.4548
58,ADI,2022,0.2908,0.4883,0.4366,0.4415,0.4024,0.4385,0.5068
59,ADI,2023,0.3941,0.4272,0.2908,0.4366,0.4415,0.4024,0.4385
60,ADP,2014,0.4901,0.5944,,,,,
61,ADP,2015,0.5221,0.5949,0.4901,,,,
62,ADP,2016,0.4833,0.5108,0.5221,0.4901,,,
63,ADP,2017,0.5563,0.5666,0.4833,0.5221,0.4901,,
64,ADP,2018,0.5687,0.4792,0.5563,0.4833,0.5221,0.4901,
65,ADP,2019,0.5125,0.5671,0.5687,0.5563,0.4833,0.5221,0.4901
66,ADP,2020,0.457,0.5538,0.5125,0.5687,0.5563,0.4833,0.5221
67,ADP,2021,0.4953,0.5738,0.457,0.5125,0.5687,0.5563,0.4833
68,ADP,2022,0.5162,0.5313,0.4953,0.457,0.5125,0.5687,0.5563
69,ADP,2023,0.4959,0.4561,0.5162,0.4953,0.457,0.5125,0.5687
70,AMAT,2014,0.3953,0.5666,,,,,
71,AMAT,2015,0.4736,0.5675,0.3953,,,,
72,AMAT,2016,0.4445,0.5132,0.4736,0.3953,,,
73,AMAT,2017,0.5328,0.6824,0.4445,0.4736,0.3953,,
74,AMAT,2018,0.5055,0.4642,0.5328,0.4445,0.4736,0.3953,
75,AMAT,2019,0.3595,0.5647,0.5055,0.5328,0.4445,0.4736,0.3953
76,AMAT,2020,0.3324,0.4833,0.3595,0.5055,0.5328,0.4445,0.4736
77,AMAT,2021,0.4447,0.5624,0.3324,0.3595,0.5055,0.5328,0.4445
78,AMAT,2022,0.3999,0.6959,0.4447,0.3324,0.3595,0.5055,0.5328
79,AMAT,2023,0.4982,0.5485,0.3999,0.4447,0.3324,0.3595,0.5055
80,AMD,2014,0.4117,0.4096,,,,,
81,AMD,2015,0.3283,0.4157,0.4117,,,,
82,AMD,2016,0.4203,0.3061,0.3283,0.4117,,,
83,AMD,2017,0.3223,0.3159,0.4203,0.3283,0.4117,,
84,AMD,2018,0.4396,0.3855,0.3223,0.4203,0.3283,0.4117,
85,AMD,2019,0.4366,0.2801,0.4396,0.3223,0.4203,0.3283,0.4117
86,AMD,2020,0.298,0.455,0.4366,0.4396,0.3223,0.4203,0.3283
87,AMD,2021,0.3973,0.5002,0.298,0.4366,0.4396,0.3223,0.4203
88,AMD,2022,0.3837,0.4624,0.3973,0.298,0.4366,0.4396,0.3223
89,AMD,2023,0.492,0.5625,0.3837,0.3973,0.298,0.4366,0.4396
90,AMGN,2014,0.2498,0.4405,,,,,
91,AMGN,2015,0.3717,0.2703,0.2498,,,,
92,AMGN,2016,0.3085,0.4611,0.3717,0.2498,,,
93,AMGN,2017,0.2558,0.3761,0.3085,0.3717,0.2498,,
94,AMGN,2018,0.342,0.2638,0.2558,0.3085,0.3717,0.2498,
95,AMGN,2019,0.2891,0.3599,0.342,0.2558,0.3085,0.3717,0.2498
96,AMGN,2020,0.4104,0.4253,0.2891,0.342,0.2558,0.3085,0.3717
97,AMGN,2021,0.3643,0.425,0.4104,0.2891,0.342,0.2558,0.3085
98,AMGN,2022,0.3898,0.4488,0.3643,0.4104,0.2891,0.342,0.2558
99,AMGN,2023,0.3802,0.369,0.3898,0.3643,0.4104,0.2891,0.342
100,AMZN,2014,0.4401,0.4982,,,,,
101,AMZN,2015,0.4188,0.5481,0.4401,,,,
102,AMZN,2016,0.4146,0.3913,0.4188,0.4401,,,
103,AMZN,2017,0.4661,0.4566,0.4146,0.4188,0.4401,,
104,AMZN,2018,0.454,0.5308,0.4661,0.4146,0.4188,0.4401,
105,AMZN,2019,0.3721,0.4631,0.454,0.4661,0.4146,0.4188,0.4401
106,AMZN,2020,0.4298,0.4031,0.3721,0.454,0.4661,0.4146,0.4188
107,AMZN,2021,0.3628,0.4493,0.4298,0.3721,0.454,0.4661,0.4146
108,AMZN,2022,0.3914,0.5831,0.3628,0.4298,0.3721,0.454,0.4661
109,AMZN,2023,0.427,0.48,0.3914,0.3628,0.4298,0.3721,0.454
110,ANET,2014,0.4933,0.4466,,,,,
111,ANET,2015,0.4406,0.6789,0.4933,,,,
112,ANET,2016,0.4706,0.4785,0.4406,0.4933,,,
113,ANET,2017,0.512,0.4877,0.4706,0.4406,0.4933,,
114,ANET,2018,0.5513,0.5557,0.512,0.4706,0.4406,0.4933,
115,ANET,2019,0.3969,0.3685,0.5513,0.512,0.4706,0.4406,0.4933
116,ANET,2020,0.3939,0.5802,0.3969,0.5513,0.512,0.4706,0.4406
117,ANET,2021,0.4485,0.4827,0.3939,0.3969,0.5513,0.512,0.4706
118,ANET,2022,0.3854,0.6285,0.4485,0.3939,0.3969,0.5513,0.512
119,ANET,2023,0.4128,0.5244,0.3854,0.4485,0.3939,0.3969,0.5513
120,BA,2014,0.409,0.6015,,,,,
121,BA,2015,0.3539,0.6568,0.409,,,,
122,BA,2016,0.4118,0.5143,0.3539,0.409,,,
123,BA,2017,0.3955,0.5068,0.4118,0.3539,0.409,,
124,BA,2018,0.3708,0.4881,0.3955,0.4118,0.3539,0.409,
125,BA,2019,0.4224,0.5237,0.3708,0.3955,0.4118,0.3539,0.409
126,BA,2020,0.3195,0.5586,0.4224,0.3708,0.3955,0.4118,0.3539
127,BA,2021,0.3496,0.4373,0.3195,0.4224,0.3708,0.3955,0.4118
128,BA,2022,0.3746,0.5972,0.3496,0.3195,0.4224,0.3708,0.3955
129,BA,2023,0.3678,0.5552,0.3746,0.3496,0.3195,0.4224,0.3708
130,BAC,2014,0.3876,0.4232,,,,,
131,BAC,2015,0.3247,0.5326,0.3876,,,,
132,BAC,2016,0.3814,0.6148,0.3247,0.3876,,,
133,BAC,2017,0.3283,0.5113,0.3814,0.3247,0.3876,,
134,BAC,2018,0.3942,0.6028,0.3283,0.3814,0.3247,0.3876,
135,BAC,2019,0.474,0.5063,0.3942,0.3283,0.3814,0.3247,0.3876
136,BAC,2020,0.5674,0.5663,0.474,0.3942,0.3283,0.3814,0.3247
137,BAC,2021,0.5086,0.5929,0.5674,0.474,0.3942,0.3283,0.3814
138,BAC,2022,0.5545,0.572,0.5086,0.5674,0.474,0.3942,0.3283
139,BAC,2023,0.3304,0.6341,0.5545,0.5086,0.5674,0.474,0.3942
140,BKNG,2014,0.3457,0.5483,,,,,
141,BKNG,2015,0.3905,0.6267,0.3457,,,,
142,BKNG,2016,0.4219,0.518,0.3905,0.3457,,,
143,BKNG,2017,0.4908,0.5309,0.4219,0.3905,0.3457,,
144,BKNG,2018,0.4321,0.6113,0.4908,0.4219,0.3905,0.3457,
145,BKNG,2019,0.4783,0.5605,0.4321,0.4908,0.4219,0.3905,0.3457
146,BKNG,2020,0.3912,0.483,0.4783,0.4321,0.4908,0.4219,0.3905
147,BKNG,2021,0.4911,0.5207,0.3912,0.4783,0.4321,0.4908,0.4219
148,BKNG,2022,0.421,0.6216,0.4911,0.3912,0.4783,0.4321,0.4908
149,BKNG,2023,0.4688,0.6215,0.421,0.4911,0.3912,0.4783,0.4321
150,BMY,2014,0.4066,0.3571,,,,,
151,BMY,2015,0.4457,0.4259,0.4066,,,,
152,BMY,2016,0.3644,0.3864,0.4457,0.4066,,,
153,BMY,2017,0.3786,0.439,0.3644,0.4457,0.4066,,
154,BMY,2018,0.5006,0.3926,0.3786,0.3644,0.4457,0.4066,
155,BMY,2019,0.3282,0.3248,0.5006,0.3786,0.3644,0.4457,0.4066
156,BMY,2020,0.3018,0.5083,0.3282,0.5006,0.3786,0.3644,0.4457
157,BMY,2021,0.4466,0.4363,0.3018,0.3282,0.5006,0.3786,0.3644
158,BMY,2022,0.343,0.4697,0.4466,0.3018,0.3282,0.5006,0.3786
159,BMY,2023,0.3757,0.2759,0.343,0.4466,0.3018,0.3282,0.5006
160,BRK-B,2014,0.4721,0.5639,,,,,
161,BRK-B,2015,0.3988,0.5944,0.4721,,,,
162,BRK-B,2016,0.4044,0.5079,0.3988,0.4721,,,
163,BRK-B,2017,0.3805,0.4148,0.4044,0.3988,0.4721,,
164,BRK-B,2018,0.3819,0.6467,0.3805,0.4044,0.3988,0.4721,
165,BRK-B,2019,0.3913,0.5704,0.3819,0.3805,0.4044,0.3988,0.4721
166,BRK-B,2020,0.3826,0.5793,0.3913,0.3819,0.3805,0.4044,0.3988
167,BRK-B,2021,0.3848,0.6637,0.3826,0.3913,0.3819,0.3805,0.4044
168,BRK-B,2022,0.4156,0.551,0.3848,0.3826,0.3913,0.3819,0.3805
169,BRK-B,2023,0.4199,0.4981,0.4156,0.3848,0.3826,0.3913,0.3819
170,BSX,2014,0.5262,0.4875,,,,,
171,BSX,2015,0.3091,0.4991,0.5262,,,,
172,BSX,2016,0.3764,0.4878,0.3091,0.5262,,,
173,BSX,2017,0.3409,0.3421,0.3764,0.3091,0.5262,,
174,BSX,2018,0.3428,0.3991,0.3409,0.3764,0.3091,0.5262,
175,BSX,2019,0.4323,0.523,0.3428,0.3409,0.3764,0.3091,0.5262
176,BSX,2020,0.3846,0.6332,0.4323,0.3428,0.3409,0.3764,0.3091
177,BSX,2021,0.4076,0.6498,0.3846,0.4323,0.3428,0.3409,0.3764
178,BSX,2022,0.297,0.4455,0.4076,0.3846,0.4323,0.3428,0.3409
179,BSX,2023,0.3252,0.5458,0.297,0.4076,0.3846,0.4323,0.3428
180,BX,2014,0.3776,0.533,,,,,
181,BX,2015,0.4973,0.5591,0.3776,,,,
182,BX,2016,0.4121,0.6439,0.4973,0.3776,,,
183,BX,2017,0.3773,0.6721,0.4121,0.4973,0.3776,,
184,BX,2018,0.5183,0.6206,0.3773,0.4121,0.4973,0.3776,
185,BX,2019,0.422,0.6708,0.5183,0.3773,0.4121,0.4973,0.3776
186,BX,2020,0.4484,0.6727,0.422,0.5183,0.3773,0.4121,0.4973
187,BX,2021,0.5075,0.6531,0.4484,0.422,0.5183,0.3773,0.4121
188,BX,2022,0.5277,0.6465,0.5075,0.4484,0.422,0.5183,0.3773
189,BX,2023,0.4229,0.5853,0.5277,0.5075,0.4484,0.422,0.5183
190,CB,2014,0.3393,0.2227,,,,,
191,CB,2015,0.4308,0.2317,0.3393,,,,
192,CB,2016,0.4093,0.3519,0.4308,0.3393,,,
193,CB,2017,0.4049,0.6675,0.4093,0.4308,0.3393,,
194,CB,2018,0.3591,0.5667,0.4049,0.4093,0.4308,0.3393,
195,CB,2019,0.2871,0.4417,0.3591,0.4049,0.4093,0.4308,0.3393
196,CB,2020,0.3935,0.5888,0.2871,0.3591,0.4049,0.4093,0.4308
197,CB,2021,0.4148,0.5554,0.3935,0.2871,0.3591,0.4049,0.4093
198,CB,2022,0.3241,0.5209,0.4148,0.3935,0.2871,0.3591,0.4049
199,CB,2023,0.3031,0.7403,0.3241,0.4148,0.3935,0.2871,0.3591
200,CMCSA,2014,0.4445,0.5233,,,,,
201,CMCSA,2015,0.5134,0.5802,0.4445,,,,
202,CMCSA,2016,0.4315,0.5158,0.5134,0.4445,,,
203,CMCSA,2017,0.4562,0.3782,0.4315,0.5134,0.4445,,
204,CMCSA,2018,0.5083,0.4739,0.4562,0.4315,0.5134,0.4445,
205,CMCSA,2019,0.4711,0.3514,0.5083,0.4562,0.4315,0.5134,0.4445
206,CMCSA,2020,0.4411,0.5428,0.4711,0.5083,0.4562,0.4315,0.5134
207,CMCSA,2021,0.395,0.4381,0.4411,0.4711,0.5083,0.4562,0.4315
208,CMCSA,2022,0.4821,0.4773,0.395,0.4411,0.4711,0.5083,0.4562
209,CMCSA,2023,0.347,0.5573,0.4821,0.395,0.4411,0.4711,0.5083
210,COST,2014,0.4349,0.5726,,,,,
211,COST,2015,0.5291,0.487,0.4349,,,,
212,COST,2016,0.4118,0.3862,0.5291,0.4349,,,
213,COST,2017,0.4746,0.509,0.4118,0.5291,0.4349,,
214,COST,2018,0.4349,0.7021,0.4746,0.4118,0.5291,0.4349,
215,COST,2019,0.494,0.6503,0.4349,0.4746,0.4118,0.5291,0.4349
216,COST,2020,0.526,0.5353,0.494,0.4349,0.4746,0.4118,0.5291
217,COST,2021,0.5162,0.5248,0.526,0.494,0.4349,0.4746,0.4118
218,COST,2022,0.5158,0.5668,0.5162,0.526,0.494,0.4349,0.4746
219,COST,2023,0.4913,0.657,0.5158,0.5162,0.526,0.494,0.4349
220,CRM,2014,0.5484,0.4523,,,,,
221,CRM,2015,0.5814,0.5708,0.5484,,,,
222,CRM,2016,0.5243,0.5505,0.5814,0.5484,,,
223,CRM,2017,0.4991,0.6698,0.5243,0.5814,0.5484,,
224,CRM,2018,0.5018,0.6338,0.4991,0.5243,0.5814,0.5484,
225,CRM,2019,0.4389,0.5889,0.5018,0.4991,0.5243,0.5814,0.5484
226,CRM,2020,0.4506,0.5065,0.4389,0.5018,0.4991,0.5243,0.5814
227,CRM,2021,0.4919,0.663,0.4506,0.4389,0.5018,0.4991,0.5243
228,CRM,2022,0.517,0.5623,0.4919,0.4506,0.4389,0.5018,0.4991
229,CRM,2023,0.58,0.5904,0.517,0.4919,0.4506,0.4389,0.5018
230,CSCO,2014,0.4823,0.6356,,,,,
231,CSCO,2015,0.4245,0.5791,0.4823,,,,
232,CSCO,2016,0.4648,0.5963,0.4245,0.4823,,,
233,CSCO,2017,0.4427,0.6176,0.4648,0.4245,0.4823,,
234,CSCO,2018,0.4512,0.4585,0.4427,0.4648,0.4245,0.4823,
235,CSCO,2019,0.4527,0.6591,0.4512,0.4427,0.4648,0.4245,0.4823
236,CSCO,2020,0.4369,0.4456,0.4527,0.4512,0.4427,0.4648,0.4245
237,CSCO,2021,0.4465,0.5135,0.4369,0.4527,0.4512,0.4427,0.4648
238,CSCO,2022,0.3939,0.3842,0.4465,0.4369,0.4527,0.4512,0.4427
239,CSCO,2023,0.4146,0.5228,0.3939,0.4465,0.4369,0.4527,0.4512
240,DHR,2014,0.4263,0.5474,,,,,
241,DHR,2015,0.4427,0.5948,0.4263,,,,
242,DHR,2016,0.4509,0.645,0.4427,0.4263,,,
243,DHR,2017,0.4527,0.6696,0.4509,0.4427,0.4263,,
244,DHR,2018,0.4277,0.6484,0.4527,0.4509,0.4427,0.4263,
245,DHR,2019,0.4288,0.524,0.4277,0.4527,0.4509,0.4427,0.4263
246,DHR,2020,0.4456,0.6362,0.4288,0.4277,0.4527,0.4509,0.4427
247,DHR,2021,0.4894,0.4706,0.4456,0.4288,0.4277,0.4527,0.4509
248,DHR,2022,0.3425,0.5799,0.4894,0.4456,0.4288,0.4277,0.4527
249,DHR,2023,0.4626,0.6146,0.3425,0.4894,0.4456,0.4288,0.4277
250,FI,2014,0.5826,0.6069,,,,,
251,FI,2015,0.5789,0.5519,0.5826,,,,
252,FI,2016,0.5813,0.4492,0.5789,0.5826,,,
253,FI,2017,0.5798,0.6385,0.5813,0.5789,0.5826,,
254,FI,2018,0.5663,0.6197,0.5798,0.5813,0.5789,0.5826,
255,FI,2019,0.5407,0.4982,0.5663,0.5798,0.5813,0.5789,0.5826
256,FI,2020,0.5419,0.5908,0.5407,0.5663,0.5798,0.5813,0.5789
257,FI,2021,0.4843,0.5669,0.5419,0.5407,0.5663,0.5798,0.5813
258,FI,2022,0.5097,0.6712,0.4843,0.5419,0.5407,0.5663,0.5798
259,FI,2023,0.5,0.4603,0.5097,0.4843,0.5419,0.5407,0.5663
260,GILD,2014,0.3507,0.5934,,,,,
261,GILD,2015,0.3775,0.267,0.3507,,,,
262,GILD,2016,0.3176,0.4404,0.3775,0.3507,,,
263,GILD,2017,0.3362,0.3698,0.3176,0.3775,0.3507,,
264,GILD,2018,0.2964,0.4463,0.3362,0.3176,0.3775,0.3507,
265,GILD,2019,0.3858,0.2809,0.2964,0.3362,0.3176,0.3775,0.3507
266,GILD,2020,0.2437,0.3743,0.3858,0.2964,0.3362,0.3176,0.3775
267,GILD,2021,0.3578,0.4215,0.2437,0.3858,0.2964,0.3362,0.3176
268,GILD,2022,0.3003,0.4177,0.3578,0.2437,0.3858,0.2964,0.3362
269,GILD,2023,0.3329,0.3977,0.3003,0.3578,0.2437,0.3858,0.2964
270,GOOGL,2014,0.5769,0.6909,,,,,
271,GOOGL,2015,0.5773,0.8772,0.5769,,,,
272,GOOGL,2016,0.4324,0.4929,0.5773,0.5769,,,
273,GOOGL,2017,0.5914,0.589,0.4324,0.5773,0.5769,,
274,GOOGL,2018,0.4545,0.5236,0.5914,0.4324,0.5773,0.5769,
275,GOOGL,2019,0.4575,0.5654,0.4545,0.5914,0.4324,0.5773,0.5769
276,GOOGL,2020,0.4212,0.5263,0.4575,0.4545,0.5914,0.4324,0.5773
277,GOOGL,2021,0.5366,0.4761,0.4212,0.4575,0.4545,0.5914,0.4324
278,GOOGL,2022,0.4955,0.4255,0.5366,0.4212,0.4575,0.4545,0.5914
279,GOOGL,2023,0.4134,0.5359,0.4955,0.5366,0.4212,0.4575,0.4545
280,GS,2014,0.3633,0.568,,,,,
281,GS,2015,0.4118,0.5938,0.3633,,,,
282,GS,2016,0.3755,0.6992,0.4118,0.3633,,,
283,GS,2017,0.3288,0.4778,0.3755,0.4118,0.3633,,
284,GS,2018,0.3476,0.3981,0.3288,0.3755,0.4118,0.3633,
285,GS,2019,0.3843,0.551,0.3476,0.3288,0.3755,0.4118,0.3633
286,GS,2020,0.3409,0.6123,0.3843,0.3476,0.3288,0.3755,0.4118
287,GS,2021,0.4172,0.6428,0.3409,0.3843,0.3476,0.3288,0.3755
288,GS,2022,0.3796,0.6302,0.4172,0.3409,0.3843,0.3476,0.3288
289,GS,2023,0.4417,0.6931,0.3796,0.4172,0.3409,0.3843,0.3476
290,HD,2014,0.5301,0.5676,,,,,
291,HD,2015,0.5319,0.5019,0.5301,,,,
292,HD,2016,0.4867,0.4824,0.5319,0.5301,,,
293,HD,2017,0.3614,0.4357,0.4867,0.5319,0.5301,,
294,HD,2018,0.3991,0.4808,0.3614,0.4867,0.5319,0.5301,
295,HD,2019,0.4297,0.4641,0.3991,0.3614,0.4867,0.5319,0.5301
296,HD,2020,0.4431,0.6517,0.4297,0.3991,0.3614,0.4867,0.5319
297,HD,2021,0.3759,0.5578,0.4431,0.4297,0.3991,0.3614,0.4867
298,HD,2022,0.4941,0.4914,0.3759,0.4431,0.4297,0.3991,0.3614
299,HD,2023,0.4363,0.5857,0.4941,0.3759,0.4431,0.4297,0.3991
300,INTU,2014,0.5935,0.48,,,,,
301,INTU,2015,0.5082,0.5272,0.5935,,,,
302,INTU,2016,0.5889,0.439,0.5082,0.5935,,,
303,INTU,2017,0.6083,0.6461,0.5889,0.5082,0.5935,,
304,INTU,2018,0.5864,0.5611,0.6083,0.5889,0.5082,0.5935,
305,INTU,2019,0.6336,0.6897,0.5864,0.6083,0.5889,0.5082,0.5935
306,INTU,2020,0.442,0.7189,0.6336,0.5864,0.6083,0.5889,0.5082
307,INTU,2021,0.512,0.6923,0.442,0.6336,0.5864,0.6083,0.5889
308,INTU,2022,0.5199,0.5729,0.512,0.442,0.6336,0.5864,0.6083
309,INTU,2023,0.6039,0.6595,0.5199,0.512,0.442,0.6336,0.5864
310,ISRG,2014,0.3931,0.4616,,,,,
311,ISRG,2015,0.3722,0.6816,0.3931,,,,
312,ISRG,2016,0.3942,0.6096,0.3722,0.3931,,,
313,ISRG,2017,0.4766,0.4917,0.3942,0.3722,0.3931,,
314,ISRG,2018,0.4521,0.4687,0.4766,0.3942,0.3722,0.3931,
315,ISRG,2019,0.4491,0.3952,0.4521,0.4766,0.3942,0.3722,0.3931
316,ISRG,2020,0.4463,0.5389,0.4491,0.4521,0.4766,0.3942,0.3722
317,ISRG,2021,0.4395,0.599,0.4463,0.4491,0.4521,0.4766,0.3942
318,ISRG,2022,0.4845,0.5105,0.4395,0.4463,0.4491,0.4521,0.4766
319,ISRG,2023,0.388,0.6928,0.4845,0.4395,0.4463,0.4491,0.4521
320,KKR,2014,0.4947,0.6045,,,,,
321,KKR,2015,0.4341,0.4658,0.4947,,,,
322,KKR,2016,0.4621,0.6226,0.4341,0.4947,,,
323,KKR,2017,0.5141,0.5764,0.4621,0.4341,0.4947,,
324,KKR,2018,0.4395,0.5369,0.5141,0.4621,0.4341,0.4947,
325,KKR,2019,0.4714,0.5655,0.4395,0.5141,0.4621,0.4341,0.4947
326,KKR,2020,0.4618,0.548,0.4714,0.4395,0.5141,0.4621,0.4341
327,KKR,2021,0.5372,0.5674,0.4618,0.4714,0.4395,0.5141,0.4621
328,KKR,2022,0.2809,0.562,0.5372,0.4618,0.4714,0.4395,0.5141
329,KKR,2023,0.4339,0.5902,0.2809,0.5372,0.4618,0.4714,0.4395
330,KO,2014,0.3593,0.4632,,,,,
331,KO,2015,0.294,0.6654,0.3593,,,,
332,KO,2016,0.3522,0.6456,0.294,0.3593,,,
333,KO,2017,0.3453,0.5747,0.3522,0.294,0.3593,,
334,KO,2018,0.354,0.3139,0.3453,0.3522,0.294,0.3593,
335,KO,2019,0.4191,0.6808,0.354,0.3453,0.3522,0.294,0.3593
336,KO,2020,0.3515,0.498,0.4191,0.354,0.3453,0.3522,0.294
337,KO,2021,0.3909,0.5503,0.3515,0.4191,0.354,0.3453,0.3522
338,KO,2022,0.3745,0.6339,0.3909,0.3515,0.4191,0.354,0.3453
339,KO,2023,0.3832,0.5624,0.3745,0.3909,0.3515,0.4191,0.354
340,LLY,2014,0.3613,0.3832,,,,,
341,LLY,2015,0.4974,0.6649,0.3613,,,,
342,LLY,2016,0.5109,0.3453,0.4974,0.3613,,,
343,LLY,2017,0.4807,0.4201,0.5109,0.4974,0.3613,,
344,LLY,2018,0.2058,0.5425,0.4807,0.5109,0.4974,0.3613,
345,LLY,2019,0.4007,0.4761,0.2058,0.4807,0.5109,0.4974,0.3613
346,LLY,2020,0.3182,0.4229,0.4007,0.2058,0.4807,0.5109,0.4974
347,LLY,2021,0.4332,0.3382,0.3182,0.4007,0.2058,0.4807,0.5109
348,LLY,2022,0.344,0.4193,0.4332,0.3182,0.4007,0.2058,0.4807
349,LLY,2023,0.4308,0.3726,0.344,0.4332,0.3182,0.4007,0.2058
350,LMT,2014,0.3957,0.4434,,,,,
351,LMT,2015,0.5242,0.5318,0.3957,,,,
352,LMT,2016,0.4859,0.4642,0.5242,0.3957,,,
353,LMT,2017,0.441,0.5264,0.4859,0.5242,0.3957,,
354,LMT,2018,0.3998,0.6113,0.441,0.4859,0.5242,0.3957,
355,LMT,2019,0.3881,0.5438,0.3998,0.441,0.4859,0.5242,0.3957
356,LMT,2020,0.395,0.4533,0.3881,0.3998,0.441,0.4859,0.5242
357,LMT,2021,0.3595,0.4157,0.395,0.3881,0.3998,0.441,0.4859
358,LMT,2022,0.4375,0.6036,0.3595,0.395,0.3881,0.3998,0.441
359,LMT,2023,0.4442,0.6019,0.4375,0.3595,0.395,0.3881,0.3998
360,LOW,2014,0.5265,0.4655,,,,,
361,LOW,2015,0.3858,0.6117,0.5265,,,,
362,LOW,2016,0.4636,0.4701,0.3858,0.5265,,,
363,LOW,2017,0.4611,0.561,0.4636,0.3858,0.5265,,
364,LOW,2018,0.4423,0.523,0.4611,0.4636,0.3858,0.5265,
365,LOW,2019,0.4328,0.5672,0.4423,0.4611,0.4636,0.3858,0.5265
366,LOW,2020,0.3468,0.5622,0.4328,0.4423,0.4611,0.4636,0.3858
367,LOW,2021,0.5063,0.5371,0.3468,0.4328,0.4423,0.4611,0.4636
