,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
26,ABT,2020,0.4845,0.3356,0.4042,0.5142,0.5703,0.4705,0.3501
27,ABT,2021,0.4661,0.3546,0.4845,0.4042,0.5142,0.5703,0.4705
28,ABT,2022,0.516,0.3633,0.4661,0.4845,0.4042,0.5142,0.5703
29,ABT,2023,0.4839,0.3976,0.516,0.4661,0.4845,0.4042,0.5142
30,ADBE,2014,0.4212,0.6841,,,,,
31,ADBE,2015,0.5772,0.4371,0.4212,,,,
32,ADBE,2016,0.4363,0.2459,0.5772,0.4212,,,
33,ADBE,2017,0.4584,0.2525,0.4363,0.5772,0.4212,,
34,ADBE,2018,0.4704,0.3942,0.4584,0.4363,0.5772,0.4212,
35,ADBE,2019,0.5263,0.2678,0.4704,0.4584,0.4363,0.5772,0.4212
36,ADBE,2020,0.4241,0.383,0.5263,0.4704,0.4584,0.4363,0.5772
37,ADBE,2021,0.3868,0.4065,0.4241,0.5263,0.4704,0.4584,0.4363
38,ADBE,2022,0.4009,0.5526,0.3868,0.4241,0.5263,0.4704,0.4584
39,ADBE,2023,0.4158,0.5626,0.4009,0.3868,0.4241,0.5263,0.4704
40,ADI,2014,0.5252,0.6092,,,,,
41,ADI,2015,0.6164,0.4892,0.5252,,,,
42,ADI,2016,0.6786,0.2695,0.6164,0.5252,,,
43,ADI,2017,0.8786,0.6718,0.6786,0.6164,0.5252,,
44,ADI,2018,0.7892,0.3722,0.8786,0.6786,0.6164,0.5252,
45,ADI,2019,0.7016,0.6825,0.7892,0.8786,0.6786,0.6164,0.5252
46,ADI,2020,0.4764,0.4067,0.7016,0.7892,0.8786,0.6786,0.6164
47,ADI,2021,0.5755,0.3684,0.4764,0.7016,0.7892,0.8786,0.6786
48,ADI,2022,0.7228,0.3149,0.5755,0.4764,0.7016,0.7892,0.8786
49,ADI,2023,0.6572,0.5007,0.7228,0.5755,0.4764,0.7016,0.7892
50,ADP,2014,0.5492,0.4821,,,,,
51,ADP,2015,0.4251,0.3457,0.5492,,,,
52,ADP,2016,0.5276,0.5134,0.4251,0.5492,,,
53,ADP,2017,0.4817,0.4318,0.5276,0.4251,0.5492,,
54,ADP,2018,0.6033,0.4239,0.4817,0.5276,0.4251,0.5492,
55,ADP,2019,0.5165,0.6189,0.6033,0.4817,0.5276,0.4251,0.5492
56,ADP,2020,0.4063,0.4038,0.5165,0.6033,0.4817,0.5276,0.4251
57,ADP,2021,0.5807,0.4432,0.4063,0.5165,0.6033,0.4817,0.5276
58,ADP,2022,0.4596,0.3991,0.5807,0.4063,0.5165,0.6033,0.4817
59,ADP,2023,0.4901,0.604,0.4596,0.5807,0.4063,0.5165,0.6033
60,AMAT,2014,0.2653,0.4747,,,,,
61,AMAT,2015,0.3935,0.4335,0.2653,,,,
62,AMAT,2016,0.5887,0.5618,0.3935,0.2653,,,
63,AMAT,2017,0.3215,0.3225,0.5887,0.3935,0.2653,,
64,AMAT,2018,0.4328,0.5772,0.3215,0.5887,0.3935,0.2653,
65,AMAT,2019,0.4155,0.4859,0.4328,0.3215,0.5887,0.3935,0.2653
66,AMAT,2020,0.5528,0.5383,0.4155,0.4328,0.3215,0.5887,0.3935
67,AMAT,2021,0.4019,0.2913,0.5528,0.4155,0.4328,0.3215,0.5887
68,AMAT,2022,0.43,0.3494,0.4019,0.5528,0.4155,0.4328,0.3215
69,AMAT,2023,0.3849,0.6168,0.43,0.4019,0.5528,0.4155,0.4328
70,AMD,2014,0.3504,0.4789,,,,,
71,AMD,2015,0.3486,0.4285,0.3504,,,,
72,AMD,2016,0.4576,0.3405,0.3486,0.3504,,,
73,AMD,2017,0.3418,0.4516,0.4576,0.3486,0.3504,,
74,AMD,2018,0.4263,0.4578,0.3418,0.4576,0.3486,0.3504,
75,AMD,2019,0.6542,0.3016,0.4263,0.3418,0.4576,0.3486,0.3504
76,AMD,2020,0.3636,0.4738,0.6542,0.4263,0.3418,0.4576,0.3486
77,AMD,2021,0.3402,0.2878,0.3636,0.6542,0.4263,0.3418,0.4576
78,AMD,2022,0.2122,0.4192,0.3402,0.3636,0.6542,0.4263,0.3418
79,AMD,2023,0.2764,0.2846,0.2122,0.3402,0.3636,0.6542,0.4263
80,AMGN,2014,0.2026,0.4339,,,,,
81,AMGN,2015,0.1503,0.1953,0.2026,,,,
82,AMGN,2016,0.4029,0.1764,0.1503,0.2026,,,
83,AMGN,2017,0.2466,0.3397,0.4029,0.1503,0.2026,,
84,AMGN,2018,0.3396,0.4099,0.2466,0.4029,0.1503,0.2026,
85,AMGN,2019,0.2375,0.2526,0.3396,0.2466,0.4029,0.1503,0.2026
86,AMGN,2020,0.2449,0.2076,0.2375,0.3396,0.2466,0.4029,0.1503
87,AMGN,2021,0.2889,0.2939,0.2449,0.2375,0.3396,0.2466,0.4029
88,AMGN,2022,0.2769,0.4601,0.2889,0.2449,0.2375,0.3396,0.2466
89,AMGN,2023,0.2015,0.3266,0.2769,0.2889,0.2449,0.2375,0.3396
90,AMT,2014,0.3859,0.1845,,,,,
91,AMT,2015,0.388,0.444,0.3859,,,,
92,AMT,2016,0.3498,0.442,0.388,0.3859,,,
93,AMT,2017,0.4203,0.2039,0.3498,0.388,0.3859,,
94,AMT,2018,0.3504,0.2301,0.4203,0.3498,0.388,0.3859,
95,AMT,2019,0.3601,0.2681,0.3504,0.4203,0.3498,0.388,0.3859
96,AMT,2020,0.3815,0.3734,0.3601,0.3504,0.4203,0.3498,0.388
97,AMT,2021,0.7679,0.3271,0.3815,0.3601,0.3504,0.4203,0.3498
98,AMT,2022,0.7163,0.1603,0.7679,0.3815,0.3601,0.3504,0.4203
99,AMT,2023,0.3828,0.2372,0.7163,0.7679,0.3815,0.3601,0.3504
100,AMZN,2014,0.418,0.4557,,,,,
101,AMZN,2015,0.4496,0.419,0.418,,,,
102,AMZN,2016,0.4576,0.3386,0.4496,0.418,,,
103,AMZN,2017,0.4768,0.288,0.4576,0.4496,0.418,,
104,AMZN,2018,0.4614,0.3271,0.4768,0.4576,0.4496,0.418,
105,AMZN,2019,0.429,0.3097,0.4614,0.4768,0.4576,0.4496,0.418
106,AMZN,2020,0.4005,0.4013,0.429,0.4614,0.4768,0.4576,0.4496
107,AMZN,2021,0.4194,0.2834,0.4005,0.429,0.4614,0.4768,0.4576
108,AMZN,2022,0.4616,0.2946,0.4194,0.4005,0.429,0.4614,0.4768
109,AMZN,2023,0.423,0.3129,0.4616,0.4194,0.4005,0.429,0.4614
110,ANET,2014,0.3693,0.2075,,,,,
111,ANET,2015,0.4181,0.1921,0.3693,,,,
112,ANET,2016,0.3653,0.2011,0.4181,0.3693,,,
113,ANET,2017,0.4247,0.2253,0.3653,0.4181,0.3693,,
114,ANET,2018,0.3627,0.2317,0.4247,0.3653,0.4181,0.3693,
115,ANET,2019,0.3703,0.493,0.3627,0.4247,0.3653,0.4181,0.3693
116,ANET,2020,0.3624,0.4299,0.3703,0.3627,0.4247,0.3653,0.4181
117,ANET,2021,0.3111,0.3715,0.3624,0.3703,0.3627,0.4247,0.3653
118,ANET,2022,0.5479,0.502,0.3111,0.3624,0.3703,0.3627,0.4247
119,ANET,2023,0.3726,0.3949,0.5479,0.3111,0.3624,0.3703,0.3627
120,APH,2014,0.6085,0.3299,,,,,
121,APH,2015,0.4545,0.32,0.6085,,,,
122,APH,2016,0.5684,0.3047,0.4545,0.6085,,,
123,APH,2017,0.68,0.4164,0.5684,0.4545,0.6085,,
124,APH,2018,0.6326,0.2896,0.68,0.5684,0.4545,0.6085,
125,APH,2019,0.5318,0.3065,0.6326,0.68,0.5684,0.4545,0.6085
126,APH,2020,0.5969,0.3583,0.5318,0.6326,0.68,0.5684,0.4545
127,APH,2021,0.3273,0.3163,0.5969,0.5318,0.6326,0.68,0.5684
128,APH,2022,0.4841,0.384,0.3273,0.5969,0.5318,0.6326,0.68
129,APH,2023,0.5479,0.2422,0.4841,0.3273,0.5969,0.5318,0.6326
130,AVGO,2014,0.4495,0.3657,,,,,
131,AVGO,2015,0.41,0.3207,0.4495,,,,
132,AVGO,2016,0.5355,0.3038,0.41,0.4495,,,
133,AVGO,2017,0.3621,0.2948,0.5355,0.41,0.4495,,
134,AVGO,2018,0.5301,0.3181,0.3621,0.5355,0.41,0.4495,
135,AVGO,2019,0.4941,0.289,0.5301,0.3621,0.5355,0.41,0.4495
136,AVGO,2020,0.4473,0.402,0.4941,0.5301,0.3621,0.5355,0.41
137,AVGO,2021,0.4752,0.4302,0.4473,0.4941,0.5301,0.3621,0.5355
138,AVGO,2022,0.5054,0.5264,0.4752,0.4473,0.4941,0.5301,0.3621
139,AVGO,2023,0.4796,0.2595,0.5054,0.4752,0.4473,0.4941,0.5301
140,AXP,2014,,,,,,,
141,AXP,2015,0.4022,0.4827,,,,,
142,AXP,2016,0.3676,0.6356,0.4022,,,,
143,AXP,2017,0.2647,0.7602,0.3676,0.4022,,,
144,AXP,2018,0.352,0.453,0.2647,0.3676,0.4022,,
145,AXP,2019,0.7418,0.6313,0.352,0.2647,0.3676,0.4022,
146,AXP,2020,0.6802,0.4565,0.7418,0.352,0.2647,0.3676,0.4022
147,AXP,2021,0.5273,0.4807,0.6802,0.7418,0.352,0.2647,0.3676
148,AXP,2022,0.7546,0.6296,0.5273,0.6802,0.7418,0.352,0.2647
149,AXP,2023,0.6738,0.4837,0.7546,0.5273,0.6802,0.7418,0.352
150,BA,2014,0.3736,0.3767,,,,,
151,BA,2015,0.371,0.5396,0.3736,,,,
152,BA,2016,0.3615,0.3806,0.371,0.3736,,,
153,BA,2017,0.356,0.3448,0.3615,0.371,0.3736,,
154,BA,2018,0.3453,0.3407,0.356,0.3615,0.371,0.3736,
155,BA,2019,0.3636,0.293,0.3453,0.356,0.3615,0.371,0.3736
156,BA,2020,0.3766,0.41,0.3636,0.3453,0.356,0.3615,0.371
157,BA,2021,0.2941,0.4421,0.3766,0.3636,0.3453,0.356,0.3615
158,BA,2022,0.354,0.4048,0.2941,0.3766,0.3636,0.3453,0.356
159,BA,2023,0.342,0.3535,0.354,0.2941,0.3766,0.3636,0.3453
160,BAC,2014,0.6728,0.6479,,,,,
161,BAC,2015,0.7747,0.6931,0.6728,,,,
162,BAC,2016,0.8943,0.8221,0.7747,0.6728,,,
163,BAC,2017,0.6891,0.5679,0.8943,0.7747,0.6728,,
164,BAC,2018,0.7298,0.4716,0.6891,0.8943,0.7747,0.6728,
165,BAC,2019,0.7438,0.482,0.7298,0.6891,0.8943,0.7747,0.6728
166,BAC,2020,0.86,0.5782,0.7438,0.7298,0.6891,0.8943,0.7747
167,BAC,2021,0.7188,0.5072,0.86,0.7438,0.7298,0.6891,0.8943
168,BAC,2022,0.6002,0.4802,0.7188,0.86,0.7438,0.7298,0.6891
169,BAC,2023,0.847,0.5648,0.6002,0.7188,0.86,0.7438,0.7298
170,BKNG,2014,0.4429,0.3307,,,,,
171,BKNG,2015,0.4507,0.3604,0.4429,,,,
172,BKNG,2016,0.4079,0.3409,0.4507,0.4429,,,
173,BKNG,2017,0.4224,0.3692,0.4079,0.4507,0.4429,,
174,BKNG,2018,0.4423,0.3323,0.4224,0.4079,0.4507,0.4429,
175,BKNG,2019,0.3011,0.3682,0.4423,0.4224,0.4079,0.4507,0.4429
176,BKNG,2020,0.2695,0.4137,0.3011,0.4423,0.4224,0.4079,0.4507
177,BKNG,2021,0.3901,0.3088,0.2695,0.3011,0.4423,0.4224,0.4079
178,BKNG,2022,0.3634,0.3282,0.3901,0.2695,0.3011,0.4423,0.4224
179,BKNG,2023,0.4998,0.363,0.3634,0.3901,0.2695,0.3011,0.4423
180,BLK,2014,0.531,0.6275,,,,,
181,BLK,2015,0.3974,0.5486,0.531,,,,
182,BLK,2016,0.5198,0.5122,0.3974,0.531,,,
183,BLK,2017,0.4631,0.6092,0.5198,0.3974,0.531,,
184,BLK,2018,0.3959,0.3036,0.4631,0.5198,0.3974,0.531,
185,BLK,2019,0.4625,0.3675,0.3959,0.4631,0.5198,0.3974,0.531
186,BLK,2020,0.4223,0.3727,0.4625,0.3959,0.4631,0.5198,0.3974
187,BLK,2021,0.37,0.3453,0.4223,0.4625,0.3959,0.4631,0.5198
188,BLK,2022,0.3952,0.2919,0.37,0.4223,0.4625,0.3959,0.4631
189,BLK,2023,0.3816,0.2898,0.3952,0.37,0.4223,0.4625,0.3959
190,BMY,2014,0.4791,0.422,,,,,
191,BMY,2015,0.4804,0.4378,0.4791,,,,
192,BMY,2016,0.5756,0.5596,0.4804,0.4791,,,
193,BMY,2017,0.4432,0.5148,0.5756,0.4804,0.4791,,
194,BMY,2018,0.756,0.5067,0.4432,0.5756,0.4804,0.4791,
195,BMY,2019,0.6223,0.5521,0.756,0.4432,0.5756,0.4804,0.4791
196,BMY,2020,0.7086,0.3462,0.6223,0.756,0.4432,0.5756,0.4804
197,BMY,2021,0.8416,0.2745,0.7086,0.6223,0.756,0.4432,0.5756
198,BMY,2022,0.5289,0.6202,0.8416,0.7086,0.6223,0.756,0.4432
199,BMY,2023,0.7289,0.6405,0.5289,0.8416,0.7086,0.6223,0.756
200,BRK-B,2014,0.3259,0.4961,,,,,
201,BRK-B,2015,0.2417,0.4254,0.3259,,,,
202,BRK-B,2016,0.2687,0.4665,0.2417,0.3259,,,
203,BRK-B,2017,0.2546,0.385,0.2687,0.2417,0.3259,,
204,BRK-B,2018,0.2617,0.3742,0.2546,0.2687,0.2417,0.3259,
205,BRK-B,2019,0.2894,0.396,0.2617,0.2546,0.2687,0.2417,0.3259
206,BRK-B,2020,0.2957,0.4435,0.2894,0.2617,0.2546,0.2687,0.2417
207,BRK-B,2021,0.2523,0.4445,0.2957,0.2894,0.2617,0.2546,0.2687
208,BRK-B,2022,0.269,0.4131,0.2523,0.2957,0.2894,0.2617,0.2546
209,BRK-B,2023,0.3015,0.415,0.269,0.2523,0.2957,0.2894,0.2617
210,BSX,2014,0.2315,0.3613,,,,,
211,BSX,2015,0.5556,0.2909,0.2315,,,,
212,BSX,2016,0.6385,0.494,0.5556,0.2315,,,
213,BSX,2017,0.8971,0.3407,0.6385,0.5556,0.2315,,
214,BSX,2018,0.3753,0.4502,0.8971,0.6385,0.5556,0.2315,
215,BSX,2019,0.5046,0.4473,0.3753,0.8971,0.6385,0.5556,0.2315
216,BSX,2020,0.2951,0.3552,0.5046,0.3753,0.8971,0.6385,0.5556
217,BSX,2021,0.4827,0.4814,0.2951,0.5046,0.3753,0.8971,0.6385
218,BSX,2022,0.362,0.3609,0.4827,0.2951,0.5046,0.3753,0.8971
219,BSX,2023,0.6298,0.4668,0.362,0.4827,0.2951,0.5046,0.3753
220,BX,2014,0.6545,0.725,,,,,
221,BX,2015,0.5287,0.3279,0.6545,,,,
222,BX,2016,0.656,0.6436,0.5287,0.6545,,,
223,BX,2017,0.5069,0.6199,0.656,0.5287,0.6545,,
224,BX,2018,0.666,0.6683,0.5069,0.656,0.5287,0.6545,
225,BX,2019,0.654,0.6987,0.666,0.5069,0.656,0.5287,0.6545
226,BX,2020,0.3709,0.4514,0.654,0.666,0.5069,0.656,0.5287
227,BX,2021,0.4437,0.4616,0.3709,0.654,0.666,0.5069,0.656
228,BX,2022,0.594,0.5595,0.4437,0.3709,0.654,0.666,0.5069
229,BX,2023,0.6983,0.7515,0.594,0.4437,0.3709,0.654,0.666
230,C,2014,0.5804,0.5629,,,,,
231,C,2015,0.6455,0.3832,0.5804,,,,
232,C,2016,0.2785,0.323,0.6455,0.5804,,,
233,C,2017,0.5496,0.4836,0.2785,0.6455,0.5804,,
234,C,2018,0.7586,0.5968,0.5496,0.2785,0.6455,0.5804,
235,C,2019,0.3494,0.3618,0.7586,0.5496,0.2785,0.6455,0.5804
236,C,2020,0.4591,0.4359,0.3494,0.7586,0.5496,0.2785,0.6455
237,C,2021,0.4604,0.4702,0.4591,0.3494,0.7586,0.5496,0.2785
238,C,2022,0.6736,0.4605,0.4604,0.4591,0.3494,0.7586,0.5496
239,C,2023,0.5049,0.5654,0.6736,0.4604,0.4591,0.3494,0.7586
240,CAT,2014,,,,,,,
241,CAT,2015,0.6814,0.5118,,,,,
242,CAT,2016,0.8173,0.5214,0.6814,,,,
243,CAT,2017,0.6633,0.3518,0.8173,0.6814,,,
244,CAT,2018,0.8399,0.4531,0.6633,0.8173,0.6814,,
245,CAT,2019,0.9159,0.7074,0.8399,0.6633,0.8173,0.6814,
246,CAT,2020,0.3321,0.3143,0.9159,0.8399,0.6633,0.8173,0.6814
247,CAT,2021,0.7648,0.6694,0.3321,0.9159,0.8399,0.6633,0.8173
248,CAT,2022,0.6873,0.3504,0.7648,0.3321,0.9159,0.8399,0.6633
249,CAT,2023,0.72,0.6055,0.6873,0.7648,0.3321,0.9159,0.8399
250,CMCSA,2014,0.3953,0.3292,,,,,
251,CMCSA,2015,0.3484,0.3251,0.3953,,,,
252,CMCSA,2016,0.3681,0.4238,0.3484,0.3953,,,
253,CMCSA,2017,0.381,0.293,0.3681,0.3484,0.3953,,
254,CMCSA,2018,0.3607,0.5052,0.381,0.3681,0.3484,0.3953,
255,CMCSA,2019,0.3441,0.6182,0.3607,0.381,0.3681,0.3484,0.3953
256,CMCSA,2020,0.3225,0.3334,0.3441,0.3607,0.381,0.3681,0.3484
257,CMCSA,2021,0.7546,0.6618,0.3225,0.3441,0.3607,0.381,0.3681
258,CMCSA,2022,0.8446,0.609,0.7546,0.3225,0.3441,0.3607,0.381
259,CMCSA,2023,0.3591,0.7619,0.8446,0.7546,0.3225,0.3441,0.3607
260,CME,2014,0.6623,0.5168,,,,,
261,CME,2015,0.7362,0.4464,0.6623,,,,
262,CME,2016,0.677,0.4404,0.7362,0.6623,,,
263,CME,2017,0.6729,0.3896,0.677,0.7362,0.6623,,
264,CME,2018,0.4974,0.5129,0.6729,0.677,0.7362,0.6623,
265,CME,2019,0.5633,0.5858,0.4974,0.6729,0.677,0.7362,0.6623
266,CME,2020,0.5521,0.5677,0.5633,0.4974,0.6729,0.677,0.7362
267,CME,2021,0.5531,0.5885,0.5521,0.5633,0.4974,0.6729,0.677
268,CME,2022,0.5931,0.5737,0.5531,0.5521,0.5633,0.4974,0.6729
269,CME,2023,0.6645,0.6934,0.5931,0.5531,0.5521,0.5633,0.4974
270,COP,2014,0.3908,0.5738,,,,,
271,COP,2015,0.4128,0.5011,0.3908,,,,
272,COP,2016,0.5826,0.5487,0.4128,0.3908,,,
273,COP,2017,0.3603,0.4628,0.5826,0.4128,0.3908,,
274,COP,2018,0.523,0.3902,0.3603,0.5826,0.4128,0.3908,
275,COP,2019,0.5022,0.4482,0.523,0.3603,0.5826,0.4128,0.3908
276,COP,2020,0.4731,0.4411,0.5022,0.523,0.3603,0.5826,0.4128
277,COP,2021,0.25,0.3785,0.4731,0.5022,0.523,0.3603,0.5826
278,COP,2022,0.3953,0.5715,0.25,0.4731,0.5022,0.523,0.3603
279,COP,2023,0.4265,0.3721,0.3953,0.25,0.4731,0.5022,0.523
280,COST,2014,0.6722,0.3098,,,,,
281,COST,2015,0.4168,0.3156,0.6722,,,,
282,COST,2016,0.3699,0.3161,0.4168,0.6722,,,
283,COST,2017,0.3377,0.3075,0.3699,0.4168,0.6722,,
284,COST,2018,0.617,0.3209,0.3377,0.3699,0.4168,0.6722,
285,COST,2019,0.2686,0.3634,0.617,0.3377,0.3699,0.4168,0.6722
286,COST,2020,0.262,0.4357,0.2686,0.617,0.3377,0.3699,0.4168
287,COST,2021,0.6709,0.3832,0.262,0.2686,0.617,0.3377,0.3699
288,COST,2022,0.5428,0.3779,0.6709,0.262,0.2686,0.617,0.3377
289,COST,2023,0.4,0.487,0.5428,0.6709,0.262,0.2686,0.617
290,CRM,2014,0.5107,0.2941,,,,,
291,CRM,2015,0.5322,0.3737,0.5107,,,,
292,CRM,2016,0.538,0.3487,0.5322,0.5107,,,
293,CRM,2017,0.5422,0.3517,0.538,0.5322,0.5107,,
294,CRM,2018,0.5366,0.3173,0.5422,0.538,0.5322,0.5107,
295,CRM,2019,0.4842,0.363,0.5366,0.5422,0.538,0.5322,0.5107
296,CRM,2020,0.4594,0.4033,0.4842,0.5366,0.5422,0.538,0.5322
297,CRM,2021,0.4976,0.4546,0.4594,0.4842,0.5366,0.5422,0.538
298,CRM,2022,0.5919,0.511,0.4976,0.4594,0.4842,0.5366,0.5422
299,CRM,2023,0.5731,0.3474,0.5919,0.4976,0.4594,0.4842,0.5366
300,CSCO,2014,0.5343,0.4402,,,,,
301,CSCO,2015,0.58,0.3338,0.5343,,,,
302,CSCO,2016,0.4953,0.3579,0.58,0.5343,,,
303,CSCO,2017,0.3819,0.5013,0.4953,0.58,0.5343,,
304,CSCO,2018,0.5433,0.3604,0.3819,0.4953,0.58,0.5343,
305,CSCO,2019,0.5376,0.3529,0.5433,0.3819,0.4953,0.58,0.5343
306,CSCO,2020,0.4927,0.5279,0.5376,0.5433,0.3819,0.4953,0.58
307,CSCO,2021,0.5904,0.5773,0.4927,0.5376,0.5433,0.3819,0.4953
308,CSCO,2022,0.6115,0.4069,0.5904,0.4927,0.5376,0.5433,0.3819
309,CSCO,2023,0.5272,0.4971,0.6115,0.5904,0.4927,0.5376,0.5433
310,DHR,2014,0.5997,0.2968,,,,,
311,DHR,2015,0.3636,0.3372,0.5997,,,,
312,DHR,2016,0.708,0.4444,0.3636,0.5997,,,
313,DHR,2017,0.51,0.4889,0.708,0.3636,0.5997,,
314,DHR,2018,0.4842,0.3922,0.51,0.708,0.3636,0.5997,
315,DHR,2019,0.4881,0.4101,0.4842,0.51,0.708,0.3636,0.5997
316,DHR,2020,0.4362,0.4432,0.4881,0.4842,0.51,0.708,0.3636
317,DHR,2021,0.4825,0.4502,0.4362,0.4881,0.4842,0.51,0.708
318,DHR,2022,0.3931,0.3267,0.4825,0.4362,0.4881,0.4842,0.51
319,DHR,2023,0.5439,0.5413,0.3931,0.4825,0.4362,0.4881,0.4842
320,DIS,2014,0.2469,0.6006,,,,,
321,DIS,2015,0.2558,0.5485,0.2469,,,,
322,DIS,2016,0.7452,0.8081,0.2558,0.2469,,,
323,DIS,2017,0.5882,0.7369,0.7452,0.2558,0.2469,,
324,DIS,2018,0.6367,0.2791,0.5882,0.7452,0.2558,0.2469,
325,DIS,2019,0.5819,0.3886,0.6367,0.5882,0.7452,0.2558,0.2469
326,DIS,2020,0.5427,0.4619,0.5819,0.6367,0.5882,0.7452,0.2558
327,DIS,2021,0.4418,0.3582,0.5427,0.5819,0.6367,0.5882,0.7452
328,DIS,2022,0.3058,0.3597,0.4418,0.5427,0.5819,0.6367,0.5882
329,DIS,2023,0.5123,0.6422,0.3058,0.4418,0.5427,0.5819,0.6367
330,ELV,2014,0.2238,0.3094,,,,,
331,ELV,2015,0.3028,0.2986,0.2238,,,,
332,ELV,2016,0.2694,0.3069,0.3028,0.2238,,,
333,ELV,2017,0.3624,0.3441,0.2694,0.3028,0.2238,,
334,ELV,2018,0.3104,0.3463,0.3624,0.2694,0.3028,0.2238,
335,ELV,2019,0.2818,0.3343,0.3104,0.3624,0.2694,0.3028,0.2238
336,ELV,2020,0.3382,0.4649,0.2818,0.3104,0.3624,0.2694,0.3028
337,ELV,2021,0.2788,0.4047,0.3382,0.2818,0.3104,0.3624,0.2694
338,ELV,2022,0.2898,0.3397,0.2788,0.3382,0.2818,0.3104,0.3624
339,ELV,2023,0.3152,0.6166,0.2898,0.2788,0.3382,0.2818,0.3104
340,EQIX,2014,0.4704,0.6953,,,,,
341,EQIX,2015,0.5674,0.7888,0.4704,,,,
342,EQIX,2016,0.4861,0.7312,0.5674,0.4704,,,
343,EQIX,2017,0.4349,0.7067,0.4861,0.5674,0.4704,,
344,EQIX,2018,0.5111,0.2721,0.4349,0.4861,0.5674,0.4704,
345,EQIX,2019,0.4219,0.3689,0.5111,0.4349,0.4861,0.5674,0.4704
346,EQIX,2020,0.6264,0.4367,0.4219,0.5111,0.4349,0.4861,0.5674
347,EQIX,2021,0.4583,0.3167,0.6264,0.4219,0.5111,0.4349,0.4861
348,EQIX,2022,0.4122,0.348,0.4583,0.6264,0.4219,0.5111,0.4349
349,EQIX,2023,0.4363,0.2708,0.4122,0.4583,0.6264,0.4219,0.5111
350,FI,2014,0.5095,0.344,,,,,
351,FI,2015,0.5089,0.3163,0.5095,,,,
352,FI,2016,0.485,0.3184,0.5089,0.5095,,,
353,FI,2017,0.5133,0.444,0.485,0.5089,0.5095,,
354,FI,2018,0.5362,0.468,0.5133,0.485,0.5089,0.5095,
355,FI,2019,0.578,0.5927,0.5362,0.5133,0.485,0.5089,0.5095
356,FI,2020,0.5479,0.3661,0.578,0.5362,0.5133,0.485,0.5089
357,FI,2021,0.4924,0.3398,0.5479,0.578,0.5362,0.5133,0.485
358,FI,2022,0.7026,0.2852,0.4924,0.5479,0.578,0.5362,0.5133
359,FI,2023,0.4828,0.3556,0.7026,0.4924,0.5479,0.578,0.5362
360,GE,2014,0.8061,0.6736,,,,,
361,GE,2015,0.7032,0.6569,0.8061,,,,
362,GE,2016,0.4321,0.6908,0.7032,0.8061,,,
363,GE,2017,0.6376,0.7478,0.4321,0.7032,0.8061,,
364,GE,2018,0.663,0.5214,0.6376,0.4321,0.7032,0.8061,
365,GE,2019,0.2342,0.3164,0.663,0.6376,0.4321,0.7032,0.8061
366,GE,2020,0.6372,0.5514,0.2342,0.663,0.6376,0.4321,0.7032
367,GE,2021,0.4443,0.4212,0.6372,0.2342,0.663,0.6376,0.4321
368,GE,2022,0.6374,0.5106,0.4443,0.6372,0.2342,0.663,0.6376
369,GE,2023,0.4152,0.5751,0.6374,0.4443,0.6372,0.2342,0.663
370,GILD,2014,0.585,0.4764,,,,,
371,GILD,2015,0.6958,0.4235,0.585,,,,
