ticker,year,IT_lag,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
LMT,2020,0.341,0.33,0.3137,0.4163,0.4503,0.4239,0.5287
LMT,2021,0.3679,0.358,0.341,0.3137,0.4163,0.4503,0.4239
LMT,2022,0.5541,0.4952,0.3679,0.341,0.3137,0.4163,0.4503
LMT,2023,0.4922,0.4233,0.5541,0.3679,0.341,0.3137,0.4163
LOW,2014,0.5684,0.4766,,,,,
LOW,2015,0.5658,0.4826,0.5684,,,,
LOW,2016,0.5765,0.4912,0.5658,0.5684,,,
LOW,2017,0.5845,0.5097,0.5765,0.5658,0.5684,,
LOW,2018,0.5974,0.4969,0.5845,0.5765,0.5658,0.5684,
LOW,2019,0.5985,0.5132,0.5974,0.5845,0.5765,0.5658,0.5684
LOW,2020,0.5397,0.4568,0.5985,0.5974,0.5845,0.5765,0.5658
LOW,2021,0.4782,0.3724,0.5397,0.5985,0.5974,0.5845,0.5765
LOW,2022,0.5632,0.4376,0.4782,0.5397,0.5985,0.5974,0.5845
LOW,2023,0.5544,0.3948,0.5632,0.4782,0.5397,0.5985,0.5974
LRCX,2014,0.7392,0.5825,,,,,
LRCX,2015,0.6887,0.703,0.7392,,,,
LRCX,2016,0.7175,0.4317,0.6887,0.7392,,,
LRCX,2017,0.7001,0.6242,0.7175,0.6887,0.7392,,
LRCX,2018,0.68,0.555,0.7001,0.7175,0.6887,0.7392,
LRCX,2019,0.7154,0.4564,0.68,0.7001,0.7175,0.6887,0.7392
LRCX,2020,0.7569,0.4403,0.7154,0.68,0.7001,0.7175,0.6887
LRCX,2021,0.6534,0.4452,0.7569,0.7154,0.68,0.7001,0.7175
LRCX,2022,0.7637,0.602,0.6534,0.7569,0.7154,0.68,0.7001
LRCX,2023,0.7267,0.5184,0.7637,0.6534,0.7569,0.7154,0.68
MA,2014,0.5129,0.4272,,,,,
MA,2015,0.4589,0.6298,0.5129,,,,
MA,2016,0.4969,0.4271,0.4589,0.5129,,,
MA,2017,0.5041,0.3592,0.4969,0.4589,0.5129,,
MA,2018,0.5129,0.4578,0.5041,0.4969,0.4589,0.5129,
MA,2019,0.4838,0.4136,0.5129,0.5041,0.4969,0.4589,0.5129
MA,2020,0.476,0.4895,0.4838,0.5129,0.5041,0.4969,0.4589
MA,2021,0.4858,0.5265,0.476,0.4838,0.5129,0.5041,0.4969
